"day_open","day_high","day_low","day_close","volume","adj_close","trade_date","stock_id"
24499,24680.7,23701.2,23858.1,19600,23735.39,"2014-07-24","MRF.NS"
17040,17199,16960,17155.3,5600,17045.45,"2013-11-25","MRF.NS"
12722,13134.7,12722,12984.8,6700,12899.24,"2013-08-08","MRF.NS"
41724.9,43562,41618,42877.8,14400,42715.7,"2015-10-05","MRF.NS"
21585,21604.9,21270.6,21453.8,4600,21343.46,"2014-03-20","MRF.NS"
40750,41470,40566,40994.6,15500,40836.92,"2015-02-16","MRF.NS"
51750,51985,51250,51685.7,7300,51640.4,"2017-02-09","MRF.NS"
38010,38010,37350,37610.9,12600,37466.23,"2015-03-25","MRF.NS"
32800,32930.7,32400,32579.2,4600,32458.53,"2016-05-19","MRF.NS"
19624.7,20049,19570,19953,9500,19825.23,"2014-01-22","MRF.NS"
10065,10101.5,9990,10000.3,6100,9917.62,"2012-11-26","MRF.NS"
34000,34939.9,33787.4,34837.6,6100,34703.6,"2015-07-06","MRF.NS"
13400,13400,12800,13114.8,8800,13028.38,"2013-08-19","MRF.NS"
33400,33456.7,32790,33013.5,3400,32891.22,"2016-06-07","MRF.NS"
39557,39557,39557,39557,0,39404.85,"2015-04-02","MRF.NS"
13690,13780,13000,13033.2,14400,12947.32,"2013-09-03","MRF.NS"
10052,10140,10000,10116.6,5500,10027.13,"2012-06-27","MRF.NS"
14999,15135.7,14700.5,14991.4,22800,14892.62,"2013-10-08","MRF.NS"
23336,23599,23336,23399.8,3600,23282.38,"2014-08-12","MRF.NS"
10280,10410,10100,10273.8,17200,10185.89,"2012-09-27","MRF.NS"
11861.9,12184.2,11810.2,12140.3,24800,12039.92,"2012-12-10","MRF.NS"
10901,11138,10860.5,10902.9,12100,10812.75,"2012-12-03","MRF.NS"
10251.1,10538,9980.75,10463.2,9400,10370.66,"2012-05-16","MRF.NS"
23450.2,23835,23450.2,23750.1,12900,23627.95,"2014-04-17","MRF.NS"
36125.1,36125.1,36125.1,36125.1,0,35991.3,"2016-01-26","MRF.NS"
9695,10700,9641,10578,29900,10484.45,"2012-03-21","MRF.NS"
52366,52450,51950,52220.3,9100,52177.61,"2017-03-10","MRF.NS"
40500,41500,40500,40907.9,17100,40753.24,"2015-08-27","MRF.NS"
23900.1,24548,23900.1,24340.2,9600,24215.01,"2014-06-06","MRF.NS"
19549,19550,19211.2,19249.8,6600,19126.54,"2014-01-24","MRF.NS"
23750,23859.9,23540,23620.8,2100,23499.31,"2014-07-07","MRF.NS"
43200,43603.1,41800,43388.6,13100,43224.57,"2015-08-21","MRF.NS"
35310,36002,35310,35874.3,7500,35736.31,"2015-05-29","MRF.NS"
9635,9774.8,9522.3,9583.1,7900,9498.35,"2012-03-06","MRF.NS"
10685,10750.5,10610.5,10661.1,6400,10569.87,"2012-08-13","MRF.NS"
36303,36800,36200,36458.9,10200,36424.79,"2016-08-25","MRF.NS"
36180,36180,34620,35040.2,7300,34910.42,"2016-01-20","MRF.NS"
10228.6,10344,10170,10274.1,5400,10186.19,"2012-11-05","MRF.NS"
52540,53050,49768.2,50108.3,24800,50064.38,"2016-11-15","MRF.NS"
36351,36534.9,35656,35922,10300,35783.83,"2015-05-20","MRF.NS"
39213,39705.4,39101,39175.3,3300,39030.2,"2015-12-22","MRF.NS"
8350,8360,8129,8182.05,10600,8109.69,"2012-02-03","MRF.NS"
40949,41158,40420,40550.8,5900,40394.83,"2015-02-23","MRF.NS"
17689.8,18585,17555.2,18513.5,24200,18394.95,"2013-12-10","MRF.NS"
53000,53046.1,51814.5,51992.2,13600,51946.63,"2017-01-19","MRF.NS"
20677,20930,20607,20641.1,3400,20534.94,"2014-05-05","MRF.NS"
19499,20550.1,19448,20367.6,19900,20262.84,"2014-03-06","MRF.NS"
51000,52400,50359.5,52046.7,18300,52001.08,"2016-11-08","MRF.NS"
10300,10350,10213.3,10251.5,6400,10163.78,"2012-10-08","MRF.NS"
26730,27561,26525,27159.7,18600,27023.42,"2014-09-05","MRF.NS"
38411,38650,37800,37923.8,16300,37737.01,"2014-12-30","MRF.NS"
34810,35543.9,34600,35340.4,8400,35209.5,"2016-03-23","MRF.NS"
52260,52372.1,51086.7,51527.8,9500,51485.68,"2017-03-08","MRF.NS"
53440,53440,51801.1,51929.9,12000,51884.38,"2017-01-30","MRF.NS"
10499,10609,10485.1,10535.5,6700,10442.33,"2012-07-10","MRF.NS"
41684.2,41884.6,40700.1,41014.4,6600,40856.64,"2015-04-17","MRF.NS"
9808.85,9890,9630,9772.6,21600,9686.17,"2012-02-17","MRF.NS"
34001,34935,33760,34605.9,10100,34573.53,"2016-08-03","MRF.NS"
22294,22450,22000,22205.7,22200,22091.49,"2014-03-25","MRF.NS"
23340,23550,23110.5,23176.3,5100,23057.1,"2014-06-27","MRF.NS"
35000,35198,34660.1,34860.8,5800,34726.71,"2015-07-03","MRF.NS"
10938.8,11010,10770,10829.8,21100,10737.13,"2012-08-17","MRF.NS"
19091.2,19220,19000,19026.6,7300,18928.74,"2014-02-26","MRF.NS"
7231.05,7460,7182.15,7412.85,10800,7328.41,"2012-01-25","MRF.NS"
9494,9648,9222,9585.65,33200,9500.88,"2012-02-23","MRF.NS"
36299.9,36546.9,36200,36358.4,6300,36218.55,"2015-07-22","MRF.NS"
23300,23470,23260,23364.9,1700,23247.66,"2014-08-14","MRF.NS"
10291.9,10344.7,10040,10088.5,9700,9999.28,"2012-03-14","MRF.NS"
31674.2,31674.2,31674.2,31674.2,0,31515.26,"2014-10-06","MRF.NS"
12470,12710,12456.5,12524.1,10900,12438.64,"2013-06-27","MRF.NS"
40255,40388,38701.1,38944.6,20800,38794.8,"2015-04-24","MRF.NS"
13780,14723.7,13640.1,13850.2,71600,13755.7,"2013-07-25","MRF.NS"
37813,38098.9,37640.4,37881.8,4700,37736.09,"2015-05-05","MRF.NS"
34999,35500,34999,35166.3,6600,35031.04,"2015-07-09","MRF.NS"
12839.2,13060,12801,12842.7,5900,12758.07,"2013-09-24","MRF.NS"
47474,47877,46832.1,47214.8,9000,47173.42,"2016-11-24","MRF.NS"
33300,33500,32600.9,33229.4,7100,33101.58,"2015-06-29","MRF.NS"
40825,41874.7,40825,41124,18300,41085.53,"2016-09-15","MRF.NS"
9800,9928.2,9600.35,9818.25,10700,9731.42,"2012-03-09","MRF.NS"
67909.2,67909.2,67909.2,67909.2,0,67853.69,"2017-05-01","MRF.NS"
68944,69173.5,66501,67022.5,28600,66967.71,"2017-05-04","MRF.NS"
33305,33593,33101,33425.6,3900,33301.8,"2016-06-02","MRF.NS"
39149,39775,38919.1,39630.8,6400,39484.01,"2015-12-04","MRF.NS"
40640,41180,40488.9,40874.7,6500,40717.48,"2015-02-24","MRF.NS"
60566.6,60566.6,60566.6,60566.6,0,60517.09,"2017-04-14","MRF.NS"
47955.6,47955.6,47955.6,47955.6,0,47910.74,"2016-10-31","MRF.NS"
31950,32348,31586,31675.8,9900,31516.86,"2014-10-10","MRF.NS"
12783,12949.9,12720,12792,7800,12707.71,"2013-09-26","MRF.NS"
60935,61386.7,60240,60993.6,14200,60943.74,"2017-04-03","MRF.NS"
14805.4,15138,14805.4,15032.8,6000,14930.23,"2013-06-03","MRF.NS"
34199,35170,34031.1,34756.4,13200,34622.71,"2015-07-01","MRF.NS"
13250,13474,13072.2,13234,5600,13124.58,"2013-01-23","MRF.NS"
15120,15824.8,15100,15721.9,18200,15618.3,"2013-10-22","MRF.NS"
35350.2,36425,35230.1,36159.8,8600,36025.87,"2016-03-28","MRF.NS"
41349,41349,40638.6,40945.8,7500,40788.31,"2015-02-20","MRF.NS"
39052.1,39687,39052.1,39215.1,2500,39069.86,"2015-12-08","MRF.NS"
52679.4,52879.9,52210.1,52466.4,7400,52420.41,"2017-01-24","MRF.NS"
11680,11800,11450,11713.3,3200,11633.38,"2013-04-12","MRF.NS"
22850,23500,22800.1,23464.2,16200,23343.52,"2014-04-15","MRF.NS"
51998,52140,51000,51659.5,12600,51614.22,"2017-01-31","MRF.NS"
50780,50900,50001.1,50102.2,10300,50061.24,"2017-02-17","MRF.NS"
8295,8547.95,8270.1,8481.2,13400,8406.19,"2012-02-08","MRF.NS"
42000,42225,41400.1,41629.9,5400,41472.51,"2015-10-01","MRF.NS"
15962,16744.7,15852,16646.2,20800,16539.61,"2013-11-05","MRF.NS"
18944,19159.9,18740,18832.7,10700,18735.84,"2014-02-10","MRF.NS"
21409,22046.9,21259,21902.3,9200,21789.65,"2014-05-14","MRF.NS"
41262.2,41262.2,41262.2,41262.2,0,41106.21,"2015-09-25","MRF.NS"
31910.1,32490.3,31502.1,32219.2,7400,32095.27,"2015-06-15","MRF.NS"
9734.95,9843.95,9715,9806.75,5900,9720.02,"2012-08-02","MRF.NS"
12940,13668,12940,13582.5,17000,13493,"2013-09-02","MRF.NS"
20632,21392,20632,21287.9,8000,21178.41,"2014-05-08","MRF.NS"
9950,10040,9921.15,10001.4,5300,9918.71,"2012-11-21","MRF.NS"
17077,17078,16810.6,16836.3,6400,16728.49,"2013-11-21","MRF.NS"
35340.4,35340.4,35340.4,35340.4,0,35209.5,"2016-03-25","MRF.NS"
21675,21784.9,21200,21404.8,6100,21294.71,"2014-05-13","MRF.NS"
36300,36928,36141,36740,4100,36603.92,"2016-04-18","MRF.NS"
14800,15250,14800,15152.4,17100,15049.01,"2013-05-15","MRF.NS"
14850,14949,14630,14671.5,8900,14574.82,"2013-10-10","MRF.NS"
12901.5,12901.5,12901.5,12901.5,0,12813.47,"2013-04-19","MRF.NS"
52600,53940,52600,53515.4,13800,53468.49,"2016-11-10","MRF.NS"
34000,34500.7,33200,33825.4,12500,33700.11,"2016-02-10","MRF.NS"
23600,25925.1,21380,22228.6,71800,22114.27,"2014-04-22","MRF.NS"
31450,32029.9,31320.1,31828.2,9800,31668.49,"2014-11-03","MRF.NS"
18710,18999.9,18701.8,18850.2,3700,18753.25,"2014-02-18","MRF.NS"
11909,11948,11700,11786.5,20300,11689.05,"2012-12-07","MRF.NS"
15201,15385.7,15150,15297.8,6600,15197,"2013-10-21","MRF.NS"
35870,36649.9,35870,36269.8,9700,36135.46,"2016-04-12","MRF.NS"
12845,12980,12800,12833.1,7000,12748.54,"2013-09-25","MRF.NS"
13250,13530,13220.2,13408.9,16300,13317.41,"2013-02-08","MRF.NS"
23001,23250,22651.1,22833.6,4500,22716.16,"2014-07-09","MRF.NS"
39557,39557,39557,39557,0,39404.85,"2015-04-03","MRF.NS"
33600,33788.7,33120.2,33435.1,3900,33311.26,"2016-02-18","MRF.NS"
24560,24634.7,24192.9,24242.8,6100,24118.11,"2014-06-10","MRF.NS"
24250,24400,24199.2,24325.2,2500,24203.14,"2014-08-22","MRF.NS"
33290,33296.6,32669,32848.1,8000,32726.44,"2016-05-11","MRF.NS"
13700,13890,13450,13592.7,11300,13499.95,"2013-04-26","MRF.NS"
39041,39233.6,38700,38875.9,2300,38731.91,"2016-01-12","MRF.NS"
12715,12735,12455.6,12594.5,11900,12508.56,"2013-07-17","MRF.NS"
33535,33750,31680,31856.4,14700,31733.87,"2015-06-11","MRF.NS"
10200,10225,10051.2,10178.8,8300,10088.78,"2012-06-20","MRF.NS"
66500,69848.8,66487,68850.5,43600,68794.22,"2017-04-26","MRF.NS"
23601,24048,23601,23798.1,5500,23675.7,"2014-06-24","MRF.NS"
16663.1,16840,16422,16466.6,11500,16361.16,"2013-11-06","MRF.NS"
59550,61220,59550,60954.4,24600,60904.57,"2017-03-31","MRF.NS"
15350,15450,15235.1,15382.2,5500,15277.24,"2013-05-28","MRF.NS"
40759,41228.4,40520.1,40935.4,6300,40780.64,"2015-09-23","MRF.NS"
11341.9,11520,11280,11477.1,17700,11375.6,"2012-04-30","MRF.NS"
50451,50679.4,50100,50195.4,4000,50154.36,"2017-02-21","MRF.NS"
31001,31774.9,31001,31184.9,20400,31028.42,"2014-09-12","MRF.NS"
38155.3,39199.9,38155.3,38531.6,22700,38383.39,"2015-07-24","MRF.NS"
18410,19210,18101.9,19115.9,30500,18993.49,"2013-12-11","MRF.NS"
40900,41450,40450.1,41326.9,8400,41167.94,"2015-04-10","MRF.NS"
41423.9,41547.7,41149.1,41262.2,7000,41103.49,"2015-03-10","MRF.NS"
30950,32880,30868.6,32681.9,37900,32517.91,"2014-09-30","MRF.NS"
32260,32606.4,32215.7,32355.2,7400,32195.84,"2014-11-14","MRF.NS"
10298,10333,10095,10135.5,7400,10048.77,"2012-10-25","MRF.NS"
32378,32424,31702,31844.9,3800,31726.95,"2016-06-21","MRF.NS"
39986,40080,39516.1,39891.4,4700,39737.96,"2015-04-06","MRF.NS"
9998.95,10300.6,9865,10174.3,30100,10087.24,"2012-10-30","MRF.NS"
40050,40050,38900.5,39019.9,8200,38872.38,"2015-11-04","MRF.NS"
36580,36845,36011.2,36154.9,8200,36015.83,"2015-07-21","MRF.NS"
33297,33500,32850,32907.1,3800,32785.22,"2016-05-13","MRF.NS"
50698.6,51990,50550.1,51710.6,8400,51665.28,"2017-01-05","MRF.NS"
9395,9643,9350,9433.2,23000,9349.77,"2012-02-14","MRF.NS"
33298,33980,33200.1,33543.7,15000,33378.48,"2014-11-28","MRF.NS"
13690,14450,13690,14397.2,28000,14298.96,"2013-07-22","MRF.NS"
18914,19172.3,18910,19002.6,3700,18904.86,"2014-02-24","MRF.NS"
39550,41179.9,39240,40839.2,16800,40682.12,"2015-07-31","MRF.NS"
18900,19247.5,18670,19030.1,4900,18932.22,"2014-01-30","MRF.NS"
10169.5,10330,10163.8,10293,7400,10204.93,"2012-11-01","MRF.NS"
31217.4,31217.4,31217.4,31217.4,0,31060.76,"2014-10-15","MRF.NS"
14455,14671,14235.7,14389,25300,14294.18,"2013-10-04","MRF.NS"
7276.85,7420,7230,7282.4,8500,7199.44,"2012-01-17","MRF.NS"
12750,12750,12253.1,12305.7,12200,12221.74,"2013-07-03","MRF.NS"
19699.9,19749.9,19421,19478.6,6400,19378.42,"2014-03-05","MRF.NS"
33700,33879,33200,33341.9,2800,33218.41,"2016-06-01","MRF.NS"
37350,37625,36880,37025.6,9500,36883.19,"2015-04-29","MRF.NS"
10682,10690,10225.1,10281.2,8300,10190.27,"2012-05-22","MRF.NS"
38300,38480,37500,37688.1,2800,37548.51,"2016-01-15","MRF.NS"
53699,55554.4,53400.1,55400,35000,55351.44,"2017-01-11","MRF.NS"
40400,40748,40248.6,40505.9,2900,40355.87,"2016-01-04","MRF.NS"
23280.1,23750,23280.1,23694.6,4900,23572.73,"2014-08-04","MRF.NS"
34650,34828,34140,34221.9,3900,34095.15,"2016-07-15","MRF.NS"
19001,19249,18905.1,19162.7,11400,19039.99,"2014-01-03","MRF.NS"
33601.1,33849.9,33470,33532.8,7800,33367.64,"2014-12-01","MRF.NS"
11801,11970,11777,11886.6,3600,11805.49,"2013-04-05","MRF.NS"
10136.6,10136.6,10136.6,10136.6,0,10052.79,"2012-11-14","MRF.NS"
41690,42640.4,41591.9,41854.2,13000,41695.97,"2015-08-13","MRF.NS"
52300,52630,51713.4,52072.9,12500,52030.33,"2017-03-03","MRF.NS"
39888,39888,39111,39358.8,7400,39210,"2015-11-02","MRF.NS"
10530.8,10600,10460,10476.9,4500,10384.24,"2012-07-11","MRF.NS"
69200,70500,68000,68495.6,50100,68439.61,"2017-04-27","MRF.NS"
66861,68399,66500,68136,20700,68080.3,"2017-05-05","MRF.NS"
13099,13278,12902.3,13169.3,13400,13082.52,"2013-09-19","MRF.NS"
37199,38048,37000,37877.2,15300,37731.51,"2015-02-11","MRF.NS"
22700,23350.1,22700,23288.6,7500,23168.82,"2014-07-17","MRF.NS"
11876.5,12394,11876.5,12349.8,17000,12265.53,"2013-04-16","MRF.NS"
15030,15220,14975,15001.3,7800,14898.94,"2013-05-20","MRF.NS"
22506,23130,22506,23009.2,5100,22890.86,"2014-06-02","MRF.NS"
35721,35846.9,34630,34786.2,8900,34657.36,"2016-04-27","MRF.NS"
8495,8775,8357.3,8614.1,37600,8537.92,"2012-02-09","MRF.NS"
37599,38314,36700,37871.1,18800,37684.57,"2014-12-19","MRF.NS"
15297,15450,15218.8,15397.2,7500,15292.14,"2013-05-27","MRF.NS"
35350,35680,35174,35238.2,5400,35107.68,"2016-07-12","MRF.NS"
12278,12500.8,12056.1,12367.3,14200,12265.05,"2012-12-18","MRF.NS"
41856.1,41856.1,41856.1,41856.1,0,41695.11,"2015-04-14","MRF.NS"
13124.2,13124.2,12851,12909.7,10500,12821.61,"2013-03-11","MRF.NS"
49000,49304.9,48799.8,49084.4,8300,49041.38,"2017-01-02","MRF.NS"
19190,19699.9,19075,19633.3,12100,19532.32,"2014-03-04","MRF.NS"
12745.2,12850,12700,12819,7100,12713.01,"2012-12-31","MRF.NS"
44901,45325.6,44250,44510.8,9600,44342.53,"2015-08-10","MRF.NS"
12508,12760,12508,12694.8,6500,12589.84,"2012-12-28","MRF.NS"
61179,62200,60901,62063.4,17000,62012.66,"2017-04-11","MRF.NS"
36589,36589,35400,36452.2,8300,36311.99,"2015-05-14","MRF.NS"
31750,31825,31517,31595.2,5100,31478.18,"2016-06-16","MRF.NS"
35150.6,36450,35150.6,36236.3,4700,36102.09,"2016-01-22","MRF.NS"
31899,32000,31011.1,31217.4,9900,31060.76,"2014-10-14","MRF.NS"
19050,19224,18830.6,18890.3,5700,18793.14,"2014-02-13","MRF.NS"
64200,66755.5,63880,66566.2,28500,66511.79,"2017-04-25","MRF.NS"
40150,40268,39650,39729.1,4200,39576.29,"2015-02-05","MRF.NS"
8449,8449,8252.5,8283.75,6600,8210.49,"2012-02-07","MRF.NS"
36225,36800,35540,36362,3400,36227.32,"2016-01-19","MRF.NS"
35400,35790,34851.3,35714.5,10700,35577.13,"2015-07-13","MRF.NS"
13191.5,13388.8,13025,13060.5,4900,12952.51,"2013-01-29","MRF.NS"
48370,49685,47968.1,48996.5,10800,48953.56,"2016-12-23","MRF.NS"
11279.2,11449,11210.1,11280.7,16500,11180.93,"2012-04-27","MRF.NS"
37690,37850,36160.9,36345.7,10900,36205.9,"2015-05-06","MRF.NS"
21450,21747,21410.1,21602.2,6900,21491.09,"2014-05-12","MRF.NS"
9999,10155,9931.05,10016.5,10300,9927.92,"2012-03-15","MRF.NS"
12644,12750,12555.5,12689.5,4800,12602.92,"2013-02-20","MRF.NS"
13385,13950,13290,13855.7,24700,13764.4,"2013-10-01","MRF.NS"
22460,22924.2,21625,22821.3,10000,22703.92,"2014-07-16","MRF.NS"
36150,36199,34343,34613.3,9300,34480.16,"2015-06-02","MRF.NS"
34100,35095,34000.1,34618.8,7600,34490.58,"2016-02-02","MRF.NS"
34500,34944.4,33201,33434.9,31700,33311.06,"2016-05-03","MRF.NS"
12353.5,12551.7,12015,12486.8,14500,12401.6,"2013-02-15","MRF.NS"
38987,39328.4,38987,39213,1700,39067.76,"2015-12-21","MRF.NS"
22222,22477.8,22010,22379.9,10500,22264.79,"2014-04-04","MRF.NS"
23795,23797.9,23238,23360.2,4700,23242.98,"2014-08-11","MRF.NS"
40675,41047.5,39510,39751.4,13000,39601.12,"2015-10-30","MRF.NS"
34689.8,34689.8,34052.1,34153.6,5200,34027.1,"2016-07-22","MRF.NS"
41499,41990,41300,41856.1,8400,41695.11,"2015-04-13","MRF.NS"
13234,13250,13060,13146.7,4700,13057,"2013-02-05","MRF.NS"
54000,54650,53305.7,53892.8,34500,53842.39,"2016-10-06","MRF.NS"
49109,49500,46501,46672.4,13800,46631.49,"2016-11-21","MRF.NS"
33400,33675,32880,33151.2,24600,32987.92,"2014-11-27","MRF.NS"
13188,13536.2,13050,13421.5,10300,13333.06,"2013-09-04","MRF.NS"
7021,7087.55,6915,6956.85,15700,6877.6,"2012-01-05","MRF.NS"
50679.8,50769.8,50181.6,50386.1,7000,50341.94,"2017-01-04","MRF.NS"
31101,31739.8,31005,31523.7,18500,31365.52,"2014-09-18","MRF.NS"
39333,39642.8,38810,38850,5800,38706.11,"2015-11-30","MRF.NS"
15200,15210,14721,14752.3,9000,14651.64,"2013-06-10","MRF.NS"
33699,34400,33450,34281.4,17300,34112.55,"2014-12-02","MRF.NS"
11191.6,11485,11050,11442.9,17600,11341.7,"2012-04-25","MRF.NS"
35000,35500.6,34837,35102.2,10000,34967.18,"2015-07-07","MRF.NS"
22837.3,22837.3,22837.3,22837.3,0,22719.84,"2014-04-14","MRF.NS"
10490,10721,10263.2,10659.8,20600,10568.59,"2012-08-06","MRF.NS"
24265.1,24599,23655,23785.3,7400,23662.97,"2014-06-11","MRF.NS"
10192.2,10220,9982,10034.5,9200,9945.76,"2012-06-25","MRF.NS"
13279.8,13297,12865,12907.8,8100,12819.73,"2013-02-13","MRF.NS"
16950,17210,16900.1,16982.7,13000,16873.95,"2013-11-19","MRF.NS"
41951,42330,41720.2,41899,5700,41740.6,"2015-10-16","MRF.NS"
29897,31513.8,29701,31058.8,47800,30902.95,"2014-09-10","MRF.NS"
21670,21790,21450.1,21583.2,9200,21472.19,"2014-03-19","MRF.NS"
35502.7,35840.1,35190.9,35292.8,4300,35162.08,"2016-07-11","MRF.NS"
40187,40500,40017.6,40166.5,9200,40014.65,"2015-09-18","MRF.NS"
12888,12888,12580,12657.5,5100,12571.13,"2013-03-13","MRF.NS"
34799,34989,33879.9,34748.9,8600,34615.24,"2015-06-03","MRF.NS"
12050,12567.2,11810,11985.4,6600,11903.62,"2013-04-03","MRF.NS"
31499,31500,30101,31317.2,5800,31201.21,"2016-06-24","MRF.NS"
11205,11825,11185,11641.6,47800,11545.35,"2012-12-05","MRF.NS"
37453,38024.9,36535.1,37674.8,21400,37489.24,"2014-12-11","MRF.NS"
12951,13319,12950,13202.2,8800,13115.21,"2013-08-23","MRF.NS"
12300,12480,12250,12319.7,23000,12217.84,"2012-12-12","MRF.NS"
13351,13366,13124.2,13279.1,10200,13169.31,"2013-01-03","MRF.NS"
12725,13650,12600.1,13588.3,28700,13495.58,"2013-07-18","MRF.NS"
32446.6,33534.9,32446.6,33032.6,14000,32905.54,"2015-06-17","MRF.NS"
39090,39479.4,38600,39237.4,4400,39092.07,"2015-12-01","MRF.NS"
11669,11780,11418,11593,10300,11513.9,"2013-03-04","MRF.NS"
10685,10790,10534,10653,10900,10561.84,"2012-08-10","MRF.NS"
36595.8,36595.8,36595.8,36595.8,0,36460.26,"2016-04-14","MRF.NS"
47720,49498,47720,49118.9,13800,49075.85,"2016-11-29","MRF.NS"
22769,22975,22401,22445.3,7800,22329.86,"2014-05-21","MRF.NS"
6930,6999,6891,6957.75,2800,6878.49,"2012-01-06","MRF.NS"
38102.9,38102.9,38102.9,38102.9,0,37961.77,"2015-11-11","MRF.NS"
35948.9,35948.9,35350,35486.1,5400,35349.61,"2015-07-14","MRF.NS"
40643,41200.1,40297.6,40419.2,4500,40269.49,"2016-01-06","MRF.NS"
11313,11500,11300,11385.3,20800,11284.61,"2012-04-20","MRF.NS"
10140,10265,10080,10225.7,3200,10135.27,"2012-07-18","MRF.NS"
32597,32787.4,31800,32547.1,5100,32426.55,"2016-02-29","MRF.NS"
56500,58300,55854.3,58045.1,28200,57997.65,"2017-03-21","MRF.NS"
32805,33390,32600.1,33297.4,9300,33174.07,"2016-05-12","MRF.NS"
23263,23500,23110.1,23180.5,1900,23061.28,"2014-06-20","MRF.NS"
13372.8,13372.8,13187.1,13245.6,4600,13155.22,"2013-02-06","MRF.NS"
31540,31859.9,31533.2,31662.9,6300,31504.02,"2014-10-13","MRF.NS"
10331,10420.1,10220,10272.8,11600,10184.9,"2012-09-28","MRF.NS"
33960,34449,33650,33799.1,9300,33673.92,"2016-08-01","MRF.NS"
37923.8,38455.1,37531.9,37918.6,14500,37731.84,"2014-12-31","MRF.NS"
17499,17500,17070,17348.9,28800,17237.81,"2013-11-29","MRF.NS"
48288,50443,48001.1,50095.4,30000,50048.54,"2016-11-01","MRF.NS"
12900,12902.8,12247,12313.7,12800,12229.68,"2013-02-14","MRF.NS"
33751,34189.2,33750.9,33922.4,9300,33796.76,"2016-08-02","MRF.NS"
37879.9,38180,36418,37073.2,23100,36890.6,"2014-12-09","MRF.NS"
10350,10600,10210,10548.5,10500,10455.21,"2012-05-24","MRF.NS"
11001,11001,10740,10790.2,7500,10694.77,"2012-05-30","MRF.NS"
40940,41109.9,40500.1,40831.2,6500,40674.15,"2015-04-09","MRF.NS"
15086.9,15086.9,15086.9,15086.9,0,14987.49,"2013-10-16","MRF.NS"
50187.9,51100,49728.6,50438.2,22600,50391.02,"2016-10-21","MRF.NS"
14800,15300,14760.1,15184.3,21300,15084.24,"2013-10-11","MRF.NS"
52750,53427.9,52100,52983.9,18700,52940.59,"2017-03-14","MRF.NS"
37988.9,37988.9,37310.6,37431.8,6900,37396.79,"2016-08-31","MRF.NS"
38850,39660.4,38405.3,39557,7700,39404.85,"2015-04-01","MRF.NS"
49800,50094.5,46199.9,46403.6,37900,46360.19,"2016-10-27","MRF.NS"
39349.9,39549,39000,39381.9,3600,39236.03,"2015-11-20","MRF.NS"
54530,54530,53065,53471.9,18700,53421.88,"2016-10-07","MRF.NS"
10547.8,10600,10340,10380,7200,10288.2,"2012-06-14","MRF.NS"
37.75,37.8,36.25,36.5,94900,36.5,"2013-07-03","MRPL.NS"
33.25,33.9,33,33.2,225100,33.2,"2013-09-27","MRPL.NS"
68.2,68.7,65.2,66.15,466600,66.15,"2014-07-09","MRPL.NS"
68.75,68.75,67.6,67.85,245500,67.85,"2014-07-24","MRPL.NS"
65.45,67.15,64.9,66.8,331400,65.69,"2012-04-12","MRPL.NS"
65.2,68.35,65.2,67.9,906700,67.9,"2015-12-17","MRPL.NS"
68,68.8,67.2,68,313800,68,"2016-06-07","MRPL.NS"
60.5,61.65,60.15,61,422400,61,"2012-09-28","MRPL.NS"
40,41,40,40.4,132500,40.4,"2013-06-13","MRPL.NS"
41.95,41.95,39.7,40.35,362400,40.35,"2013-10-23","MRPL.NS"
73.85,75.3,71.95,73.4,3288500,73.4,"2015-08-11","MRPL.NS"
70.9,72.9,70.15,70.8,1960200,70.8,"2015-07-29","MRPL.NS"
67.4,72,67.4,71.6,1303000,71.6,"2015-05-15","MRPL.NS"
52.4,52.9,49.85,50.4,197700,50.4,"2013-04-03","MRPL.NS"
77,77.45,72.25,72.85,2170000,72.85,"2015-07-09","MRPL.NS"
66.95,68.35,65.5,65.65,979800,65.65,"2014-09-09","MRPL.NS"
64.25,67,64.1,66.55,1036200,66.55,"2014-09-08","MRPL.NS"
58.5,60.65,58.5,60,610300,59,"2012-07-11","MRPL.NS"
54.1,55.2,54.05,54.4,235600,54.4,"2014-12-04","MRPL.NS"
89.7,91.5,89.3,90.15,584200,90.15,"2016-10-24","MRPL.NS"
68.5,69.4,66.6,67.05,368100,67.05,"2013-01-08","MRPL.NS"
46.5,48.65,46.5,47.4,393400,47.4,"2014-04-04","MRPL.NS"
64.5,64.7,63,63.35,221500,63.35,"2012-11-12","MRPL.NS"
73.7,74.8,71.3,72.45,298100,72.45,"2015-04-22","MRPL.NS"
60,64.25,60,63.45,1330500,63.45,"2014-05-19","MRPL.NS"
72.6,76.9,72.5,74.4,3918200,74.4,"2015-06-17","MRPL.NS"
58.85,59.8,58.85,59.2,440200,59.2,"2014-11-03","MRPL.NS"
67.45,68.8,66.45,67.75,522300,67.75,"2015-03-09","MRPL.NS"
92.5,93.3,89.3,90.3,669800,90.3,"2016-10-28","MRPL.NS"
33.5,34.15,33.5,33.7,100800,33.7,"2013-10-10","MRPL.NS"
52.5,52.75,51.5,52.5,324700,52.5,"2013-03-20","MRPL.NS"
81.1,82.95,81.1,82.4,1131800,82.4,"2016-09-12","MRPL.NS"
70,74,70,72.15,1801700,72.15,"2015-06-16","MRPL.NS"
65,66,61.05,62.55,1073600,61.51,"2012-03-23","MRPL.NS"
